order_id,customer_id,order_date,dish_ids,total_amount,status,payment_method,address,note,customer_name,customer_phone
201,8,2025-10-27 14:15:00,"10,48,119,132",319000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
202,17,2024-04-30 14:49:00,"11,44,66,132",350000,cooking,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
203,46,2024-03-16 17:11:00,"34,48,49,117,132",470000,cooking,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
204,20,2025-07-17 18:18:00,"2,49,65,132",375000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
205,32,2024-05-22 13:50:00,"44,48,49,94,132",545000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
206,6,2025-07-18 12:39:00,"10,48,119,132",319000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
207,9,2025-02-23 19:04:00,"43,48,119,132",360000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
208,38,2026-03-09 18:40:00,"43,48,119,132",360000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
209,11,2025-06-14 12:19:00,"13,27,48,132",195000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
210,6,2025-06-15 14:54:00,"2,49,65,132",375000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
211,33,2025-09-21 18:05:00,"44,49,96,132",360000,completed,zalopay,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
212,37,2026-01-07 19:21:00,"13,43,48,132",215000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
213,27,2024-08-03 22:36:00,"13,48,74",210000,cancelled,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
214,44,2024-11-05 17:15:00,"44,48,97,132",415000,delivering,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
215,22,2025-05-10 17:13:00,"13,27,48,132",195000,cancelled,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
216,33,2024-05-13 22:23:00,"2,49,65,132",375000,pending,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
217,4,2024-09-10 12:06:00,"44,102,105,132",590000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
218,37,2024-06-12 15:59:00,"48,49,95,132",410000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
219,6,2024-11-11 17:01:00,"38,49,118,132",415000,delivering,momo,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
220,32,2024-02-19 10:18:00,"44,48,94,132",485000,cancelled,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
221,17,2025-03-17 12:56:00,"13,28,48,132",235000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
222,5,2025-01-06 18:18:00,"12,48,49,76,132",379000,delivering,momo,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
223,8,2025-09-30 20:39:00,"44,48,97,132",415000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
224,13,2025-01-09 22:09:00,"2,49,65,132",375000,cancelled,momo,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
225,31,2025-12-31 15:51:00,"13,27,48,49,132",255000,pending,bank,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
226,48,2024-06-15 16:39:00,"38,44,49,118,132",480000,completed,zalopay,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
227,31,2025-12-26 19:19:00,"38,49,118,132",415000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
228,2,2026-01-12 21:40:00,"48,103,105,132",420000,cancelled,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
229,34,2025-08-20 17:10:00,"13,48,74",210000,cancelled,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
230,2,2025-12-18 11:12:00,"13,28,48,132",235000,cooking,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
231,40,2025-02-24 18:49:00,"48,103,105,132",420000,cooking,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
232,25,2025-11-09 17:33:00,"43,44,48,119,132",425000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
233,47,2025-11-23 22:55:00,"2,49,65,132",375000,completed,zalopay,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
234,50,2024-11-01 13:19:00,"48,49,95,132",410000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
235,18,2025-07-27 22:46:00,"1,48,61,132",330000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
236,10,2025-02-08 15:49:00,"11,44,66,132",350000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
237,31,2025-11-02 14:47:00,"2,49,65,132",375000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
238,48,2024-05-20 11:39:00,"13,48,61",180000,cancelled,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
239,22,2024-02-23 11:26:00,"43,48,49,119,132",420000,cooking,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
240,31,2024-06-10 16:41:00,"13,28,48,132",235000,cooking,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
241,37,2026-02-26 11:41:00,"44,48,97,132",415000,completed,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
242,26,2024-06-29 10:53:00,"13,43,48,132",215000,cooking,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
243,42,2024-12-09 14:29:00,"13,28,48,132",235000,pending,momo,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
244,22,2024-07-16 22:07:00,"38,49,118,132",415000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
245,49,2024-10-29 19:43:00,"44,48,49,93,132",515000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
246,7,2024-03-29 16:42:00,"49,109,110,132",395000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
247,18,2024-08-29 17:48:00,"48,49,95,132",410000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
248,4,2025-01-03 21:15:00,"13,28,48,132",235000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
249,45,2025-12-21 22:19:00,"12,48,76,132",319000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
250,48,2025-05-04 12:29:00,"44,48,49,94,132",545000,cancelled,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
251,16,2025-11-11 13:48:00,"48,106,108,132",500000,cancelled,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
252,4,2024-03-20 19:07:00,"43,48,119,132",360000,pending,momo,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
253,44,2025-06-16 17:07:00,"40,44,123,132",325000,completed,zalopay,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
254,33,2024-02-26 17:08:00,"38,49,118,132",415000,delivering,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
255,26,2024-11-11 21:01:00,"13,48,61",180000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
256,35,2024-12-18 21:04:00,"13,48,74,132",225000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
257,42,2026-02-26 12:49:00,"44,48,97,132",415000,delivering,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
258,35,2025-11-30 20:55:00,"10,48,119,132",319000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
259,1,2024-05-10 21:14:00,"40,44,123,132",325000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
260,23,2024-08-23 13:29:00,"49,109,110,132",395000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
261,2,2025-03-05 19:49:00,"13,28,48,132",235000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
262,26,2024-09-07 21:02:00,"13,48,119",230000,cooking,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
263,21,2024-08-27 21:36:00,"13,27,44,48,132",260000,cancelled,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
264,15,2024-05-26 20:33:00,"48,49,95,132",410000,delivering,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
265,44,2026-01-22 12:40:00,"27,48,125,132",320000,delivering,momo,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
266,34,2025-11-18 16:50:00,"2,49,65,132",375000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
267,16,2026-02-11 18:30:00,"48,49,92,132",430000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
268,36,2025-07-29 16:26:00,"44,102,105,132",590000,pending,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
269,35,2025-04-05 15:05:00,"48,49,95,132",410000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
270,49,2024-03-15 13:51:00,"13,44,66",210000,cancelled,momo,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
271,1,2024-12-06 14:58:00,"44,48,94,132",485000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
272,14,2025-12-13 19:45:00,"48,106,108,132",500000,delivering,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
273,20,2025-06-30 20:22:00,"44,48,97,132",415000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
274,14,2026-02-18 15:58:00,"44,102,105,132",590000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
275,17,2026-01-29 12:01:00,"13,48,61",180000,pending,zalopay,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
276,16,2024-08-23 16:36:00,"44,48,49,92,132",495000,cooking,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
277,48,2025-05-15 21:41:00,"44,49,96,132",360000,cooking,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
278,4,2024-07-07 18:41:00,"13,43,48,132",215000,pending,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
279,46,2025-10-07 13:04:00,"13,28,48,132",235000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
280,40,2025-09-24 20:42:00,"44,102,105,132",590000,cooking,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
281,47,2024-01-13 10:33:00,"40,44,123,132",325000,completed,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
282,12,2025-11-21 16:51:00,"38,49,118,132",415000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
283,26,2024-12-28 14:50:00,"44,48,49,95,132",475000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
284,6,2024-11-03 20:52:00,"13,48,49,61",240000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
285,45,2024-02-27 20:00:00,"10,48,119,132",319000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
286,3,2024-04-07 18:58:00,"2,49,65,132",375000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
287,18,2024-03-17 20:59:00,"48,106,108,132",500000,pending,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
288,38,2024-11-18 10:13:00,"48,49,93,132",450000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
289,35,2025-08-03 16:43:00,"13,43,48,132",215000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
290,28,2024-12-20 10:06:00,"13,26,49,132",240000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
291,2,2025-02-10 22:20:00,"13,49,118",255000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
292,44,2025-01-19 16:11:00,"4,48,74,132",299000,cancelled,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
293,18,2025-12-31 11:05:00,"48,49,92,132",430000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
294,20,2024-04-19 11:00:00,"11,44,66,132",350000,cooking,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
295,33,2025-04-04 18:35:00,"13,28,44,132",245000,delivering,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
296,21,2025-09-03 19:50:00,"4,48,74,132",299000,delivering,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
297,16,2026-01-12 18:57:00,"11,44,66,132",350000,cancelled,momo,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
298,5,2024-10-01 17:09:00,"13,43,44,48,132",280000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
299,16,2024-03-19 15:16:00,"48,49,92,132",430000,cooking,zalopay,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
300,40,2024-01-07 16:21:00,"44,102,105,132",590000,delivering,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
301,20,2025-10-28 19:08:00,"49,109,110,132",395000,completed,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
302,48,2025-02-11 15:18:00,"48,106,108,132",500000,cooking,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",,,
303,37,2025-02-06 15:07:00,"10,48,119,132",319000,completed,zalopay,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
304,19,2025-12-26 13:28:00,"27,48,125,132",320000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
305,10,2024-09-04 14:42:00,"14,27,44,132",208000,delivering,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
306,45,2025-02-14 18:32:00,"13,48,119",230000,delivering,momo,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
307,16,2024-03-28 11:49:00,"40,44,123,132",325000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
308,26,2025-10-22 20:41:00,"13,27,48,132",195000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
309,36,2025-06-06 21:33:00,"13,26,49,132",240000,cancelled,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
310,45,2026-03-01 20:37:00,"10,48,119,132",319000,pending,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
311,47,2024-03-28 11:53:00,"34,48,117,132",410000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
312,31,2025-06-17 17:22:00,"44,102,105,132",590000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
313,22,2025-12-28 11:01:00,"1,48,61,132",330000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
314,30,2024-12-04 18:27:00,"43,48,49,119,132",420000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
315,48,2025-03-18 16:01:00,"48,49,93,132",450000,cancelled,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
316,18,2025-12-22 13:13:00,"49,109,110,132",395000,completed,zalopay,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
317,17,2024-07-20 17:07:00,"48,49,93,132",450000,cooking,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
318,23,2025-02-05 19:07:00,"13,48,119",230000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
319,9,2025-08-27 11:43:00,"48,49,92,132",430000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
320,39,2025-06-07 16:26:00,"13,28,44,49,132",305000,completed,zalopay,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
321,42,2025-07-04 21:58:00,"48,49,93,132",450000,completed,momo,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
322,23,2025-04-06 19:03:00,"44,48,97,132",415000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
323,27,2025-06-01 20:31:00,"11,44,66,132",350000,cooking,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
324,3,2026-02-18 13:18:00,"34,48,117,132",410000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
325,50,2025-08-02 21:49:00,"13,43,48,132",215000,cooking,momo,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
326,49,2025-07-09 22:02:00,"13,44,48,61",245000,cooking,momo,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
327,20,2025-10-31 22:15:00,"13,26,49,132",240000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
328,16,2024-04-30 22:51:00,"13,26,49,132",240000,completed,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
329,14,2024-06-18 19:08:00,"13,44,66",210000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
330,46,2025-07-05 12:20:00,"40,44,123,132",325000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
331,49,2025-11-26 11:08:00,"38,49,118,132",415000,delivering,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
332,44,2024-09-10 22:53:00,"13,28,44,132",245000,delivering,bank,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
333,41,2025-01-19 17:04:00,"44,49,96,132",360000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
334,1,2025-05-14 15:37:00,"10,48,119,132",319000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
335,14,2025-02-11 13:27:00,"13,27,48,132",195000,cooking,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
336,32,2024-05-13 19:54:00,"2,49,65,132",375000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
337,28,2025-03-27 17:00:00,"44,49,102,105,132",650000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
338,24,2024-10-07 11:41:00,"13,43,48,132",215000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
339,49,2024-11-08 21:44:00,"13,27,48,132",195000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
340,15,2024-03-20 12:37:00,"13,26,49,132",240000,pending,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
341,31,2025-03-08 21:08:00,"2,49,65,132",375000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
342,50,2024-11-02 12:24:00,"13,26,44,49,132",305000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
343,14,2025-03-26 15:46:00,"13,48,49,61",240000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
344,38,2024-05-23 22:07:00,"44,48,94,132",485000,delivering,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
345,39,2024-09-11 18:38:00,"14,27,44,48,132",263000,cancelled,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
346,42,2026-02-04 16:18:00,"48,49,92,132",430000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
347,21,2025-06-24 10:23:00,"13,28,44,48,132",300000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
348,50,2024-06-25 22:30:00,"10,48,119,132",319000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
349,26,2024-02-10 10:50:00,"13,28,48,132",235000,pending,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
350,35,2025-02-15 11:40:00,"48,103,105,132",420000,pending,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",,,
351,10,2025-06-07 13:51:00,"13,26,49,132",240000,pending,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
352,16,2025-03-23 21:54:00,"13,27,48,132",195000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
353,43,2025-09-15 10:19:00,"13,28,44,132",245000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
354,47,2025-06-19 18:50:00,"13,28,44,48,132",300000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
355,2,2024-04-30 22:57:00,"44,49,96,132",360000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
356,32,2025-08-13 20:04:00,"13,27,48,132",195000,cooking,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
357,17,2024-06-19 15:10:00,"34,48,117,132",410000,completed,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
358,1,2024-01-03 10:54:00,"44,48,94,132",485000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
359,46,2024-07-02 10:35:00,"11,44,66,132",350000,delivering,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
360,5,2024-11-23 14:52:00,"48,103,105,132",420000,cancelled,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
361,30,2025-02-14 11:56:00,"13,27,48,132",195000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
362,37,2025-01-12 13:18:00,"27,48,125,132",320000,completed,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
363,13,2025-05-20 22:49:00,"10,48,119,132",319000,pending,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
364,1,2025-10-13 21:56:00,"44,48,103,105,132",485000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
365,10,2025-03-05 17:03:00,"48,49,92,132",430000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
366,6,2025-01-16 17:47:00,"43,48,119,132",360000,cancelled,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
367,16,2025-03-21 20:08:00,"12,48,76,132",319000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
368,13,2024-10-05 13:04:00,"1,48,61,132",330000,completed,zalopay,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
369,35,2024-11-17 16:07:00,"13,28,44,132",245000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
370,44,2024-05-02 11:10:00,"44,102,105,132",590000,completed,zalopay,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
371,4,2024-12-30 16:32:00,"1,48,49,61,132",390000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
372,16,2025-07-23 21:35:00,"12,48,76,132",319000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
373,26,2024-05-13 13:52:00,"13,28,44,49,132",305000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
374,13,2024-03-17 10:04:00,"44,49,96,132",360000,cooking,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
375,37,2024-02-21 12:59:00,"13,28,44,132",245000,delivering,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
376,12,2024-06-25 15:13:00,"11,44,66,132",350000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
377,19,2025-09-23 13:41:00,"13,28,48,132",235000,cooking,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
378,42,2024-05-20 16:12:00,"13,27,48,132",195000,pending,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
379,31,2026-03-11 21:22:00,"13,28,48,132",235000,pending,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
380,21,2024-10-03 12:01:00,"38,49,118,132",415000,cancelled,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
381,50,2025-04-28 18:22:00,"13,27,48,132",195000,cancelled,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
382,48,2024-09-29 18:52:00,"48,49,95,132",410000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
383,38,2024-06-26 12:15:00,"4,48,74,132",299000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
384,13,2025-07-31 12:36:00,"4,48,74,132",299000,cooking,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
385,2,2024-08-26 19:14:00,"34,48,117,132",410000,pending,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
386,21,2024-12-14 21:11:00,"13,49,118",255000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
387,24,2025-06-22 15:04:00,"14,27,44,132",208000,delivering,zalopay,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
388,41,2024-06-10 21:27:00,"48,49,92,132",430000,cooking,bank,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
389,12,2024-08-16 20:37:00,"13,49,118",255000,delivering,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
390,50,2025-12-19 19:25:00,"13,28,44,48,132",300000,cancelled,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
391,37,2025-09-18 13:40:00,"1,48,61,132",330000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
392,6,2024-06-20 20:56:00,"13,26,44,49,132",305000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
393,7,2024-12-24 14:50:00,"44,48,94,132",485000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
394,25,2025-02-27 17:56:00,"48,103,105,132",420000,completed,momo,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
395,44,2025-08-14 20:48:00,"48,106,108,132",500000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
396,5,2024-11-22 14:06:00,"13,28,48,132",235000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
397,40,2024-04-05 15:38:00,"13,26,49,132",240000,cooking,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
398,22,2024-06-09 10:06:00,"13,44,66",210000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
399,7,2024-10-15 14:15:00,"40,44,123,132",325000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
400,19,2024-01-04 16:05:00,"34,44,48,117,132",475000,cancelled,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
